188, 147, 104, 64, 33, 11, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 11, 33, 64, 104, 147, 188, 188, 
176, 132, 89, 53, 23, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 23, 53, 89, 132, 176, 176, 
165, 120, 79, 43, 16, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 16, 43, 79, 120, 165, 165, 
157, 110, 70, 35, 11, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 11, 35, 70, 110, 157, 157, 
149, 103, 63, 29, 9, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 9, 29, 63, 103, 149, 149, 
143, 98, 59, 27, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 27, 59, 98, 143, 143, 
141, 96, 57, 25, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 25, 57, 96, 141, 141, 
141, 96, 57, 25, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 25, 57, 96, 141, 141, 
143, 98, 59, 27, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 27, 59, 98, 143, 143, 
149, 103, 63, 29, 9, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 9, 29, 63, 103, 149, 149, 
157, 110, 70, 35, 11, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 11, 35, 70, 110, 157, 157, 
165, 120, 79, 43, 16, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 16, 43, 79, 120, 165, 165, 
176, 132, 89, 53, 23, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 23, 53, 89, 132, 176, 176, 
188, 147, 104, 64, 33, 11, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 11, 33, 64, 104, 147, 188, 188, 
200, 164, 120, 81, 47, 21, 6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 6, 21, 47, 81, 120, 164, 200, 200, 
212, 180, 141, 100, 63, 33, 14, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 14, 33, 63, 100, 140, 180, 212, 212, 
223, 197, 161, 121, 82, 50, 25, 9, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 9, 25, 50, 82, 121, 161, 197, 223, 223, 
233, 212, 182, 145, 107, 71, 42, 21, 6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 6, 21, 42, 71, 107, 145, 182, 212, 232, 232, 
241, 225, 201, 169, 134, 97, 64, 38, 19, 6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 6, 19, 38, 64, 97, 133, 169, 201, 225, 241, 241, 
247, 236, 218, 193, 162, 126, 93, 63, 38, 21, 9, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 9, 21, 38, 63, 93, 126, 161, 193, 218, 236, 246, 246, 
250, 244, 232, 213, 187, 157, 124, 93, 64, 42, 25, 14, 6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 6, 14, 25, 42, 64, 93, 124, 157, 187, 213, 232, 244, 250, 250, 
253, 250, 242, 230, 210, 186, 157, 126, 97, 71, 50, 33, 21, 11, 6, 4, 2, 2, 1, 1, 1, 1, 2, 2, 4, 6, 11, 21, 33, 50, 71, 97, 126, 158, 186, 210, 230, 242, 250, 253, 253, 
254, 252, 248, 241, 228, 210, 187, 162, 133, 107, 83, 63, 47, 33, 23, 16, 11, 9, 6, 6, 6, 6, 9, 11, 16, 23, 33, 47, 63, 83, 107, 133, 162, 187, 210, 228, 241, 248, 252, 254, 254, 
254, 254, 252, 248, 241, 230, 213, 193, 169, 145, 121, 100, 81, 64, 53, 43, 35, 31, 27, 25, 25, 27, 31, 35, 43, 53, 64, 81, 100, 121, 145, 169, 193, 213, 230, 241, 248, 252, 254, 254, 254, 
254, 254, 254, 252, 248, 242, 232, 218, 201, 182, 161, 140, 120, 104, 89, 79, 70, 63, 59, 56, 56, 59, 63, 70, 79, 89, 104, 120, 140, 161, 182, 201, 218, 232, 242, 248, 252, 254, 254, 254, 254, 
254, 254, 254, 254, 252, 250, 244, 236, 225, 212, 197, 179, 164, 147, 132, 120, 110, 103, 98, 96, 96, 98, 103, 110, 120, 132, 147, 164, 179, 197, 212, 225, 236, 244, 250, 252, 254, 254, 254, 254, 254, 
254, 254, 254, 254, 254, 253, 251, 247, 241, 233, 223, 212, 200, 188, 176, 165, 157, 149, 143, 141, 141, 143, 149, 157, 165, 176, 188, 200, 212, 223, 233, 241, 247, 251, 253, 254, 254, 254, 254, 254, 254, 
254, 254, 254, 254, 254, 253, 251, 247, 241, 233, 223, 212, 200, 188, 176, 165, 157, 149, 143, 141, 141, 143, 149, 157, 165, 176, 188, 200, 212, 223, 233, 241, 247, 251, 253, 254, 254, 254, 254, 254, 254, 
